CONSEJO NACIONAL ELECTORAL,,,,,,,,,,,,,,,,,,,,,,,,,,
COORDINACIÓN NACIONAL TÉCNICA DE PROCESOS ELECTORALES,,,,,,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN NACIONAL DE REGISTRO ELECTORAL,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECCIONES SECCIONALES Y CONSEJO DE PARTICIPACIÓN CIUDADANA Y CONTROL SOCIAL 2027,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRIBUTIVO DE RECINTOS ELECTORALES,,,,,,,,,,,,,,,,,,,,,,,,,,
Corte: al 11 de agosto de 2026,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CODIGO PROVINCIA,NOMBRE PROVINCIA,CODIGO CANTON,NOMBRE CANTON,CODIGO PARROQUIA,NOMBRE PARROQUIA,CODIGO ZONA,NOMBRE ZONA,CODIGO RECINTO,NOMBRE RECINTO,CDA,DIRECCION RECINTO,TELEFONO,JUN FEM,JUN MAS,NUM JUNR,JUN INIF,JUN FINF,JUN INIM,JUN FINM,NUMERO ELECTORES,X,Y,long,lat,DIFICIL ACCESO,SIN CONECTIVIDAD
8,ESMERALDAS,575,QUININDE,1530,LA UNION,8,EL SILENCIO,3290,ESCUELA FISCAL CIUDAD DE AMBATO,NO,VIA A RÌO BLANCO BARRIO LOS RÍOS,63040283,1,1,2,1,1,1,1,416,682349,10014590,-79.36149614,0.13194597,NO,NO
8,ESMERALDAS,575,QUININDE,1530,LA UNION,9,NUEVO AZUAY,3292,ESCUELA FISCAL NUEVO AZUAY,NO,ZONA NUEVO AZUAY,0,1,1,2,1,1,1,1,300,668538,10020869,-79.48556094,0.18874199,NO,SI
8,ESMERALDAS,565,ELOY ALFARO,200,ATAHUALPA/CAMARONES,1,ATAHUALPA/CAMARONES,4140,PLAZOLETA,NO,PADRE LIDIO MARTINEZ,0,3,3,6,1,3,1,3,1623,726704.6455,10094446.47,-78.96286984,0.85394257,SI,SI
8,ESMERALDAS,565,ELOY ALFARO,200,ATAHUALPA/CAMARONES,2,JUAN MONTALVO,3441,ESCUELA PUERTO BAQUERIZO,NO,VÍA PRINCIPAL CALLE SIN NOMBRE,0,1,1,2,1,1,1,1,133,737399,10092403,-78.86682593,0.83541517,SI,SI
8,ESMERALDAS,575,QUININDE,2345,MALIMPIA / GUAYLLABAMBA,8,RONCA TIGRILLO,3824,UNIDAD EDUCATIVA SERAFINA QUINTERO,NO,VÍA COLE,0,1,1,2,1,1,1,1,549,685835,10044793,-79.33014433,0.405083,NO,SI
8,ESMERALDAS,575,QUININDE,2345,MALIMPIA / GUAYLLABAMBA,9,5 DE AGOSTO,3297,"ESCUELA FISCAL ""PROVINCIA ESMERALDAS""",NO,VIA AL SADE,0,1,1,2,1,1,1,1,427,675565.8806,10048310.86,-79.42238889,0.43691667,NO,SI
8,ESMERALDAS,570,MUISNE,1305,GALERA,2,ESTERO DE PLATANO,3872,"ESCUELA FISCAL""VIÑA DEL MAR""",NO,CALLEJON ESTERO DE PLATANO,0,1,1,2,1,1,1,1,244,601408,10085942,-80.08862724,0.77744474,NO,SI
8,ESMERALDAS,570,MUISNE,5670,MUISNE,3,NUEVO MUISNE,3293,UNIDAD EDUCATIVA MUISNE,SI,VÍA PRINCIPAL BARRIO NUEVO MUISNE,62434144,1,1,2,1,1,1,1,577,610468.1472,10069319.77,-80.00724159,0.62706272,NO,NO
8,ESMERALDAS,575,QUININDE,1530,LA UNION,3,LIBERTAD DE PLAYA,3291,ESCUELA FISCAL MIXTA 15 DE AGOSTO,NO,CALLES JORGE CHIRIBOGA Y ELOY ALFARO,0,2,2,4,1,2,1,2,1229,660218,10015656,-79.56030946,0.14159973,NO,NO
8,ESMERALDAS,570,MUISNE,5670,MUISNE,4,SAN PEDRO DE BILSA,5796,UNIDAD EDUCATIVA VICENTE TOBAR JARRIN,NO,VIA SALTO - CHAMANGA (ENTRADA REPARTIDERO - BILSA),0,1,1,2,1,1,1,1,203,621730,10069120,-79.90604542,0.62523533,SI,SI
8,ESMERALDAS,575,QUININDE,5895,ROSA ZARATE,7,HERRERA,3296,"UNIDAD EDUCATIVA FISCAL ""CIUDAD DE GUARANDA""",NO,VÍA LA Y DE LA LAGUNA,0,1,1,2,1,1,1,1,237,658105,10042028,-79.5792658,0.38012277,NO,NO
8,ESMERALDAS,561,RIO VERDE,965,CHUMUNDE,5,PERLA ESMERALDEÑA/SAN RUFINO,5927,ESCUELA FISCAL SAN RUFINO,NO,VIA PRINCIPAL DEL RECINTO PERLA ESMERALDEÑA SAN RUFINO,0,1,1,2,1,1,1,1,253,677872,10068568,-79.40162495,0.62011298,SI,SI
8,ESMERALDAS,561,RIO VERDE,930,CHONTADURO,2,PARTIDERO,5905,UNIDAD EDUCATIVA EUGENIO CHUZING ALDAZ,NO,CALLE RAMON LOOR,0,1,1,2,1,1,1,1,518,685061,10091777,-79.33696521,0.82998267,SI,SI
8,ESMERALDAS,575,QUININDE,1530,LA UNION,12,LOS ÁNGELES,5931,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,NO,AV. 3 DE JULIO,0,1,1,2,1,1,1,1,167,666279,10006711,-79.50586229,0.06069574,NO,SI
8,ESMERALDAS,565,ELOY ALFARO,3405,SAN FRANCISCO DE ONZOLE,1,SAN FRANCISCO DE ONZOLE,4149,"UNIDAD EDUCATIVA FISCAL ""SAN FRANCISCO DE ONZOLE""",NO,CALLES 4 DE OCTUBRE Y QUINTILIANO SANCHEZ,3034536,3,3,6,1,3,1,3,1652,713804,10098145,-79.07873088,0.88744544,SI,SI
8,ESMERALDAS,565,ELOY ALFARO,3805,SELVA ALEGRE,1,SELVA ALEGRE,3272,UNIDAD EDUCATIVA DOMINGO MEDINA ZURITA,NO,CALLES DOMINGO MEDINA Y ALBA GODOY,0,2,2,4,1,2,1,2,1078,738281,10103209,-78.85884834,0.93310715,NO,SI
8,ESMERALDAS,565,ELOY ALFARO,4170,TELEMBI,1,TELEMBI,4198,"ESCUELA FISCAL ""LEOPOLDO N. CHAVEZ""",NO,CALLE SIN NOMBRE,63034681,5,5,10,1,5,1,5,3095,729777,10090790,-78.93529143,0.82086825,SI,SI
8,ESMERALDAS,565,ELOY ALFARO,4465,SANTO DOMINGO DE ONZOLE,1,SANTO DOMINGO DE ONZOLE,7573,CASA COMUNAL SANTO DOMIMGO DE ÓNZOLE,NO,CALLE QUITO Y AV. EL ESTERO,96988952,1,1,2,1,1,1,1,684,714693,10088296,-79.07078909,0.7983853,SI,SI
8,ESMERALDAS,565,ELOY ALFARO,6205,VALDEZ/LIMONES/,1,VALDEZ/LIMONES/,702,U.E. CATOLICA FISCOMISIONAL PAULO VI,SI,ALOY ALFARO JUAN PIO MONTUFAR Y 28 DE MAYO,62789225,5,4,9,1,5,1,4,3150,724434.7214,10138272.6,-78.98300392,1.25021357,SI,NO
8,ESMERALDAS,565,ELOY ALFARO,6205,VALDEZ/LIMONES/,1,VALDEZ/LIMONES/,1966,U.E. 16 DE OCTUBRE,NO,CALLE SUCRE Y 28 DE MAYO,62789270,4,5,9,6,9,5,9,3042,722826.304,10139611.64,-78.9974436,1.26233188,SI,NO
8,ESMERALDAS,570,MUISNE,355,BOLIVAR,1,BOLIVAR,3285,UNIDAD EDUCATIVA JOSE JOAQUIN DE OLMEDO,NO,CALLES PABLO GONZALEZ Y ROQUE JAMA,0,2,2,4,1,2,1,2,975,606407.0935,10049187.79,-80.04376236,0.44495485,SI,SI
8,ESMERALDAS,570,MUISNE,1010,DAULE,1,DAULE,3287,ESCUELA FISCAL LUIS FELIPE BORJA,NO,CALLES JUAN ESTRADA Y FILEMON GRACIA,0,2,2,4,1,2,1,2,1201,609781.6565,10044867.66,-80.01344446,0.40587114,NO,SI
8,ESMERALDAS,570,MUISNE,1305,GALERA,1,GALERA,3295,"UNIDAD EDUCATIVA ""GENERAL VILLAMIL""",NO,GALERA - VÍA ESTERO DE PLATANO,0,2,2,4,1,2,1,2,1056,605920,10089999,-80.04807232,0.81413552,NO,SI
8,ESMERALDAS,570,MUISNE,3125,QUINGUE,0,,3875,ESCUELA FISCAL REPUBLICA DE FRANCIA,NO,VÍA A LA PLAYA / QUINGUE,0,1,1,2,1,1,1,1,754,600828.5751,10079337.76,-80.09384645,0.71770289,NO,SI
8,ESMERALDAS,570,MUISNE,3280,SALIMA,0,,4046,ESCUELA FISCAL MANABI,NO,"CESAR GARCIA, SALIMA VIA A CHAMANGA",0,2,2,4,1,2,1,2,1061,615066,10035822,-79.96597099,0.3240397,NO,SI
8,ESMERALDAS,575,QUININDE,2345,MALIMPIA / GUAYLLABAMBA,11,ZAPALLO,3826,UNIDAD EDUCATIVA BATALLA DE PICHINCHA,NO,5 DE AGOSTO Y QUITO,63041742,3,3,6,1,3,1,3,1576,695322,10046291,-79.24492032,0.41861133,NO,SI
8,ESMERALDAS,575,QUININDE,5895,ROSA ZARATE,4,SAN RAMON,3869,UNIDAD EDUCATIVA 12 DE ENERO,NO,VÍA PRINCIPAL,0,1,2,3,1,1,1,2,864,658471,10032818,-79.57598975,0.2968224,NO,SI
8,ESMERALDAS,575,QUININDE,5895,ROSA ZARATE,5,LA Y DE LA LAGUNA DE HERRERA,3354,"ESCUELA FISCAL ""SAN RAMON""",NO,VIA Y DE LA LAGUNA DE HERRERA,0,2,2,4,1,2,1,2,1077,651486.47,10042410.39,-79.63872797,0.38359103,SI,SI
8,ESMERALDAS,580,SAN LORENZO,3725,SANTA RITA,2,SAN FRANCISCO DE BOGOTA,4209,"ESCUELA FISCAL""JOSE GABRIEL BATALLAS""",NO,CALLE ABAD CAICEDO - MALECON,0,2,1,3,1,2,1,1,771,755579.5089,10120748.15,-78.70337633,1.09156184,NO,SI
8,ESMERALDAS,575,QUININDE,5895,ROSA ZARATE,8,CUPA,3294,ESCUELA GENERAL BÁSICA VELASQUEZ KUFFO,NO,CALLE PRINCIPAL BARRIO LA PRIMAVERA,62430046,1,1,2,1,1,1,1,554,668046,10041260,-79.48995721,0.3731616,NO,NO
8,ESMERALDAS,575,QUININDE,5895,ROSA ZARATE,9,NUEVO QUININDÉ,3298,"U.E. PARTICULAR CATÓLICA ""SAGRADA FAMILIA DE NAZARET""",NO,AV. JORGE CHIRIBOGA,62748005,2,2,4,1,2,1,2,877,671104.7791,10036665.68,-79.46248476,0.33160559,NO,NO
8,ESMERALDAS,560,ESMERALDAS,6905,SIMON PLATA TORRES,3,CASA BONITA,3270,"UNIDA EDUCATIVA FISCOMISIONAL ""SAN DANIEL COMBONI""",NO,VIA PRINCIPAL A TONSUPA - ATACAMES,62757060,2,1,3,1,2,1,1,946,643991,10099487,-79.70594141,0.89985828,NO,NO
8,ESMERALDAS,575,QUININDE,2345,MALIMPIA / GUAYLLABAMBA,10,VALLE ESMERALDEÑO,3281,ESCUELA FISCAL MIXTA LUZ DE CANANDE,NO,AV. PRINCIPAL S/N,0,1,1,2,1,1,1,1,190,709197,10051194,-79.12027794,0.46291717,NO,SI
8,ESMERALDAS,565,ELOY ALFARO,1505,SAN JOSE DE CAYAPAS,1,SAN JOSE DE CAYAPAS,4156,"ESCUELA FISCAL ""RUMIÑAHUI""",NO,CALLES 24 DE MAYO Y SAN JOSÉ OBRERO,63033433,1,1,2,1,1,1,1,706,727433.0354,10095842.03,-78.95632072,0.86655708,SI,SI
8,ESMERALDAS,575,QUININDE,1530,LA UNION,2,LA INDEPENDENCIA,3352,"ESCUELA ""CARLOS ANDRADE DE MARIN""",NO,VIA QUININDE - SANTO DOMINGO,62778517,3,2,5,1,3,1,2,1598,677179,10004843,-79.40794289,0.04379911,NO,NO
8,ESMERALDAS,580,SAN LORENZO,2395,MATAJE,1,MATAJE,3279,ESCUELA FISCAL MI PATRIA,NO,PALESEMA,0,1,1,2,1,1,1,1,556,754487.05,10150279.29,-78.71296138,1.35853143,SI,SI
8,ESMERALDAS,580,SAN LORENZO,3455,SAN JAVIER DE CACHABI,1,SAN JAVIER DE CACHABI,3275,UNIDAD EDUCATIVA IBARRA,NO,FERROVIARIA Y LAS ALMENDRAS,0,1,1,2,1,1,1,1,671,747547.859,10117883.63,-78.77553,1.06572,NO,SI
8,ESMERALDAS,580,SAN LORENZO,3725,SANTA RITA,1,SANTA RITA,3336,ESCUELA FISCAL JULIO ANDRADE,NO,JULIO ANDRADE Y 10 DE AGOSTO,0,1,1,2,1,1,1,1,606,752846.1356,10121516.87,-78.72792,1.09853,NO,NO
8,ESMERALDAS,580,SAN LORENZO,3955,TAMBILLO,1,TAMBILLO,4210,"ESCUELA FISCAL ""PEDRO MONCAYO""",NO,CALLE SIN NOMBRE,0,2,2,4,1,2,1,2,956,735412.6557,10139075.77,-78.88438344,1.25739695,SI,SI
8,ESMERALDAS,580,SAN LORENZO,4075,TULULBI /RICAURTE,1,TULULBI /RICAURTE,3273,"UNIDAD EDUCATIVA ""TULULBI""",NO,OTILINO BASTIDAS Y SUCRE,0,2,3,5,1,2,1,3,1506,752921.9541,10130169.74,-78.72717781,1.1767524,NO,NO
8,ESMERALDAS,580,SAN LORENZO,4125,URBINA,0,,3277,UNIDAD EDUCATIVA LUIS CADENA,NO,CENTRO POBLADO,0,2,2,4,1,2,1,2,1022,748509.9703,10115075.12,-78.76690693,1.04032374,NO,NO
8,ESMERALDAS,580,SAN LORENZO,6130,SAN LORENZO,0,,1258,UNIDAD EDUCATIVA MARISCAL SUCRE,SI,CALLES IMBABURA Y TÁCITO ORTIZ,0,7,7,14,9,15,9,15,4900,740818.5675,10142555.25,-78.83579813,1.28881398,NO,NO
8,ESMERALDAS,580,SAN LORENZO,6130,SAN LORENZO,0,,1263,UNIDAD EDUCATIVA FISCOMISIONAL 10 DE AGOSTO,SI,CALLES 10 DE AGOSTO ENTRE RIO SANTIAGO Y AV ESMERALDAS,62780192,8,7,15,25,32,23,29,4953,740655.361,10142457.4,-78.83726488,1.28793067,NO,NO
8,ESMERALDAS,580,SAN LORENZO,6130,SAN LORENZO,0,,1239,ESCUELA FISCAL 26 DE AGOSTO,SI,AV. 26 DE AGOSTO Y CALLE 10 DE AGOSTO,62780574,9,7,16,16,24,16,22,5600,740766.6999,10142448.27,-78.83626485,1.28784727,NO,NO
8,ESMERALDAS,580,SAN LORENZO,6130,SAN LORENZO,0,,4678,"UNIDAD EDUCATIVA ""22 DE MARZO""",SI,AV. PADRE LINO CAMPEZAN ENTRE 22 DE MARZO Y ANGELA PAREDES,62780437,8,8,16,1,8,1,8,5600,741477,10141694,-78.82989031,1.28102263,NO,NO
8,ESMERALDAS,785,ATACAMES,1615,TONSUPA,1,TONSUPA,77,COLEGIO DE BACHILLERATO FISCAL NELSON ESTUPIÑAN BASS,SI,SECTOR PLAYA AZUL 300M SALIDA A LA PLAYA,0,5,5,10,1,5,1,5,3500,632206,10097853,-79.81184292,0.88511448,NO,NO
8,ESMERALDAS,785,ATACAMES,1615,TONSUPA,1,TONSUPA,5867,ESCUELA FISCAL JAIME ROLDOS AGUILERA,NO,LAS TECAS ENTRE ORQUIDEAS Y LAS ROSAS,62110142,5,5,10,6,10,6,10,3500,632229,10097323,-79.81163777,0.88032039,NO,NO
8,ESMERALDAS,785,ATACAMES,1615,TONSUPA,1,TONSUPA,6182,ESCUELA FISCAL ZOILA UGARTE DE LANDIVAR,NO,CALLE A ENTRE DECIMA Y NOVENA,62464048,4,3,7,11,14,11,13,2074,632198,10097851,-79.81191481,0.88509641,NO,NO
8,ESMERALDAS,785,ATACAMES,2130,LA UNION,0,,1206,UNIDAD EDUCATIVA MIXTA CESAR PLAZA MONZON,NO,CALLES 13 DE NOVIEMBRE Y RIVERAS DEL RIO,0,4,4,8,1,4,1,4,2728,626024.8213,10089586.67,-79.86740846,0.81035879,NO,SI
8,ESMERALDAS,785,ATACAMES,3880,SUA/BOCANA,1,SUA/BOCANA,1209,"UNIDAD EDUCATIVA FISCAL ""BALNEARIO DE SUA""",SI,VÍA A MUISNE,62470100,5,5,10,1,5,1,5,3247,625200.0672,10094988.8,-79.87480571,0.85922605,NO,NO
8,ESMERALDAS,565,ELOY ALFARO,2125,LA TOLA,1,LA TOLA,1102,UNIDAD EDUCATIVA LA TOLA,NO,PEDRO VICENTE MALDONADO,62468091,3,4,7,1,3,1,4,2167,717500.4376,10133844.64,-79.04532677,1.21022353,NO,NO
8,ESMERALDAS,565,ELOY ALFARO,2225,LUIS VARGAS TORRES,0,,4147,UNIDAD EDUCATIVA RITA LECUMBERRY,NO,CALLES LUIS VARGAS TORRES Y QUITO,63032966,1,1,2,1,1,1,1,392,745361,10096856,-78.79529452,0.875633,SI,SI
8,ESMERALDAS,565,ELOY ALFARO,2335,MALDONADO,0,,3271,U.E. FISCAL PEDRO VICENTE MALDONADO,SI,24 DE NOVIEMBRE Y ABDON CALDERON,63044722,3,3,6,1,3,1,3,1834,732490,10118349,-78.91077503,1.07002289,NO,SI
8,ESMERALDAS,565,ELOY ALFARO,2670,PAMPANAL DE BOLIVAR,0,,4148,ESCUELA FISCAL MANUEL J. CALLE,NO,CALLE SIN NOMBRE ENTRE COLOMBIA Y QUITO,0,1,1,2,1,1,1,1,701,734128.1626,10149631.35,-78.89584239,1.35284059,SI,SI
8,ESMERALDAS,785,ATACAMES,4055,TONCHIGUE,1,TONCHIGUE,1057,COLEGIO DE BACHILLERATO FISCAL TONCHIGUE,SI,VIA PRINCIPAL MUISNE Y BALTAZAR CUSME,62470574,5,6,11,1,5,1,6,3850,617385.1303,10091484.78,-79.94504015,0.82754971,NO,NO
8,ESMERALDAS,785,ATACAMES,4055,TONCHIGUE,1,TONCHIGUE,5866,ESCUELA FISCAL QUITO,NO,BALTAZAR CUSME,62470416,4,4,8,6,9,7,10,2543,617289,10091476,-79.94590401,0.82747051,NO,NO
8,ESMERALDAS,785,ATACAMES,6380,ATACAMES,1,ATACAMES,1176,UNIDAD EDUCATIVA FISCOMISIONAL ESTRELLA DEL MAR,SI,VÍA PRINCIPAL ATACAMES,62760909,5,5,10,1,5,1,5,3500,628579.4222,10096315.81,-79.84443533,0.87122031,NO,NO
8,ESMERALDAS,785,ATACAMES,6380,ATACAMES,1,ATACAMES,4483,"ESCUELA FISCAL ""ATAHUALPA""",SI,VIA PRINCIPAL ATACAMES Y CALLE OLMEDO,62731766,5,5,10,6,10,6,10,3500,628511.48,10096220.68,-79.84504612,0.87035994,NO,NO
8,ESMERALDAS,785,ATACAMES,6380,ATACAMES,1,ATACAMES,5805,UNIDAD EDUCATIVA ATACAMES,NO,VIA PRINCIPAL ATACAMES - SUA,62731880,7,7,14,17,23,17,23,4963,627301,10095837,-79.85592448,0.86689275,NO,NO
8,ESMERALDAS,785,ATACAMES,6380,ATACAMES,1,ATACAMES,5862,UNIDAD EDUCATIVA LCDA. AGUEDA GONZALEZ QUIÑONEZ,NO,VIA PRINCIPAL ATACAMES - SUA,62731688,6,6,12,11,16,11,16,4200,627301,10095838,-79.85592448,0.86690179,NO,NO
8,ESMERALDAS,565,ELOY ALFARO,1505,SAN JOSE DE CAYAPAS,4,HERRADURA,5155,ESCUELA GENERAL BASICA RAFAEL MARIA ARIZA,NO,ELOY ALFARO,0,1,1,2,1,1,1,1,113,728155,10097062,-78.94983007,0.87758385,SI,SI
8,ESMERALDAS,580,SAN LORENZO,620,CONCEPCION,4,YALARE,5157,ESCUELA FISCAL 12 DE OCTUBRE,NO,S/N,0,1,1,2,1,1,1,1,171,736806,10122389,-78.87198234,1.1065217,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5335,ESMERALDAS,2,ISLA LUIS VARGAS TORRES,4990,ESCUELA FISCAL LEONIDAS GRUEZO GEORGE,NO,JOSE BAZURTO MENDOZA,0,1,1,2,1,1,1,1,161,650739.0994,10105262.72,-79.645287,0.952076,NO,NO
8,ESMERALDAS,575,QUININDE,2345,MALIMPIA / GUAYLLABAMBA,13,GUAYACANA,3866,"U.E. INTERCULTURAL BILINGUE DE LA LENGUA ""BATALLA DE TARQUI""",NO,VÍA PRINCIPAL JOSE ESPIRITU,0,1,1,2,1,1,1,1,332,688429.7371,10049421.74,-79.30682647,0.44693732,NO,SI
8,ESMERALDAS,575,QUININDE,2345,MALIMPIA / GUAYLLABAMBA,14,LAS PAVAS,3825,ESCUELA DE EDUCACIÓN GENERAL BÁSICA LUZ Y VIDA,NO,VÍA PRINCIPAL,0,1,1,2,1,1,1,1,246,692989,10048363,-79.26587296,0.43735341,NO,SI
8,ESMERALDAS,580,SAN LORENZO,2395,MATAJE,3,LA CADENA,3342,ESCUELA FISCAL SEGUNDO MARCOS CABEZAS,NO,VIA A MATAJE,0,1,1,2,1,1,1,1,212,757008,10143448,-78.6903756,1.29675579,SI,SI
8,ESMERALDAS,785,ATACAMES,1615,TONSUPA,2,TASECHE,3900,ESCUELA MIXTA 1 DE MAYO,NO,VIA PRINCIPAL TASECHE ADENTRO,0,1,1,2,1,1,1,1,63,634315,10095028,-79.79289994,0.85955543,NO,SI
8,ESMERALDAS,580,SAN LORENZO,3455,SAN JAVIER DE CACHABI,2,CHILLAVI DEL CEIBO,3276,ESCUELA FISCAL ANA VILLAMIL ICAZA,NO,9 DE OCTUBRE,63033039,1,1,2,1,1,1,1,185,744003.2934,10118781.47,-78.80736,1.07386,NO,SI
8,ESMERALDAS,580,SAN LORENZO,110,ANCON/PALMA REAL,2,CAUCHAL,4201,"ESCUELA GENERAL BÁSICA ""ANTONIO ALMEIDA""",NO,CALLE S/N Y CALLE S/N,0,1,1,2,1,1,1,1,217,735195.0124,10155516.78,-78.88621178,1.40604277,SI,SI
8,ESMERALDAS,560,ESMERALDAS,450,CAMARONES,0,,1208,"UNIDAD EDUCATIVA ""DR. FRANKLIN TELLO""",NO,VIA PRINCIPAL A RIOVERDE CABECERA PARROQUIAL CAMARONES,62043582,4,4,8,1,4,1,4,2695,659650.9743,10109637.53,-79.56519444,0.99161111,NO,NO
8,ESMERALDAS,560,ESMERALDAS,655,CRNL.CARLOS CONCHA TORRES,0,,3878,UNIDAD EDUCATIVA FISCAL 10 DE SEPTIEMBRE,NO,"10 DE SEPTIEMBRE, ANGEL NEIRA, ROSA CAICEDO Y PEDRO REALPE",0,3,3,6,1,3,1,3,1763,645912.9868,10078630.59,-79.68873169,0.71120774,NO,NO
8,ESMERALDAS,560,ESMERALDAS,895,CHINCA,0,,6068,UNIDAD EDUCATIVA DEL MILENIUM CHINCA,SI,CALLE PRINCIPAL VIA A QUININDE,0,5,5,10,1,5,1,5,3308,659303.7699,10085237.79,-79.56839844,0.77093026,NO,SI
8,ESMERALDAS,560,ESMERALDAS,2320,MAJUA,0,,1194,"ESCUELA GENERAL BASICA ""GUAYAS""",NO,VIA PRINCIPAL 9 DE OCTUBRE,63043397,3,4,7,1,3,1,4,2190,663671,10077866,-79.52918228,0.70424413,NO,NO
8,ESMERALDAS,560,ESMERALDAS,3570,SAN MATEO,1,SAN MATEO,1911,UNIDAD EDUCATIVA SAN MATEO NRO. 2,SI,26 DE JULIO Y 21 DE SEPTIEMBRE,62436171,3,4,7,1,3,1,4,2450,652410.1114,10098358.81,-79.63029609,0.88962638,NO,NO
8,ESMERALDAS,560,ESMERALDAS,3570,SAN MATEO,1,SAN MATEO,6043,UNIDAD EDUCATIVA SAN MATEO,NO,"BARRIO URDESA , CALLE 28 DE ENERO Y LUCIO ARAUJO",62436176,4,3,7,4,7,5,7,2262,652103,10098175,-79.63305617,0.88796487,NO,NO
8,ESMERALDAS,560,ESMERALDAS,3930,TABIAZO,0,,1250,UNIDAD EDUCATIVA FISCAL TABIAZO,SI,JOHN F. KENNEDY,62753040,4,4,8,1,4,1,4,2717,644148.1251,10090977.42,-79.70455556,0.82288889,NO,NO
8,ESMERALDAS,560,ESMERALDAS,3940,TACHINA,0,,1149,UNIDAD EDUCATIVA PEDRO CORNELIO DROUET,SI,AV VELASCO IBARRA 24 DE MAYO Y ESMERALDAS,,6,6,12,1,6,1,6,4096,652596.2003,10106417.11,-79.62859602,0.96251047,NO,NO
8,ESMERALDAS,560,ESMERALDAS,4240,VUELTA LARGA,0,,52,"UNIDAD EDUCATIVA ""LEON FEBRES CORDERO""",SI,FRANCISCO ORELLANA Y JUAN MONTALVO,62755129,10,10,20,1,10,1,10,7000,644640,10099134,-79.70011093,0.89666333,NO,NO
8,ESMERALDAS,560,ESMERALDAS,4240,VUELTA LARGA,0,,6133,ESCUELA CESAR NAVIL ESTUPIÑAN BASS,NO,BARRIO SAN JORGE SECTOR LOS EBANOS,62766326,7,7,14,11,17,11,17,4485,648353,10098293,-79.66675069,0.88904455,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5205,BARTOLOME RUIZ,0,,1302,"UNIDAD EDUCATIVA FISCOMISIONAL ""CRISTO REY""",SI,SUCRE ENTRE 24 DE MAYO Y MANABI,62714519,9,4,13,1,9,1,4,4550,649572.1061,10107916.09,-79.65576357,0.97607933,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5205,BARTOLOME RUIZ,0,,1650,"UNIDAD EDUCATIVA ""DR. LUIS PRADO VITERI""",SI,AV. GUAYAQUIL ENTRE JR. CORONEL Y TACITO ORTIZ URRIOLA,62742210,8,7,15,10,17,5,11,5250,649673.91,10108667,-79.6548461,0.98287076,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5205,BARTOLOME RUIZ,0,,4988,UNIDAD EDUCATIVA MANUEL NIETO CADENA,NO,JAIME ROLDOS AGUILERA,62721329,6,7,13,18,23,12,18,4550,649902.2355,10108739.23,-79.6527942,0.9835232,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5205,BARTOLOME RUIZ,0,,6128,UNIVERSIDAD TECNICA LUIS VARGAS TORRES,SI,NUEVOS HORIZONTES,62991770,10,11,21,24,33,19,29,7000,648486,10107628,-79.66552388,0.97347751,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5210,5 DE AGOSTO,1,5 DE AGOSTO,605,UNIDAD EDUCATIVA FISCAL MARGARITA CORTEZ NRO.2,SI,RICAURTE ENTRE SUCRE Y PEDRO VICENTE MALDONADO,,3,3,6,34,36,30,32,2100,650086,10106358,-79.65115153,0.9619849,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5210,5 DE AGOSTO,1,5 DE AGOSTO,1283,UNIDAD EDUCATIVA PARTICULAR LA INMACULADA,SI,COLON ENTRE MEXICO Y EL ORO,62452319,13,9,22,1,13,1,9,7700,649983.0034,10105441.27,-79.65208024,0.95369367,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5210,5 DE AGOSTO,1,5 DE AGOSTO,1067,"UNIDAD EDUCATIVA FISCAL ""LUIS VARGAS TORRES""",SI,AV. COLON Y EL ORO,62453683,9,9,18,14,22,10,18,6300,649940,10105514,-79.6524664,0.95435163,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5210,5 DE AGOSTO,1,5 DE AGOSTO,1733,UNIDAD EDUCATIVA FISCAL NELSON ORTIZ ESTAFANUTO,SI,"SAN JOSE OBRERO ANTRE COLON , ELOY ALFARO E IMBABURA",62455663,6,6,12,37,42,33,38,4200,649847,10105942,-79.65330054,0.95822313,NO,NO
8,ESMERALDAS,560,ESMERALDAS,5210,5 DE AGOSTO,1,5 DE AGOSTO,1063,UNIDAD EDUCATIVA FISCAL MARGARITA CORTEZ,SI,PEDRO VICENTE MALDONADO ENTRE DELGADILLO Y SAN JOSE OBRERO,62461091,7,7,14,27,33,23,29,4900,650039.7678,10106015,-79.65156816,0.9588827,NO,NO
